user,Challenge,Closeness,Curiosity,Excitement,Harmony,Ideal,Liberty,Love,Practicality,Self-expression,Stability,Structure,Openness,Openness.Adventurousness,Openness.Artistic interests,Openness.Emotionality,Openness.Imagination,Openness.Intellect,Openness.Authority-challenging,Conscientiousness,Conscientiousness.Achievement striving,Conscientiousness.Cautiousness,Conscientiousness.Dutifulness,Conscientiousness.Orderliness,Conscientiousness.Self-discipline,Conscientiousness.Self-efficacy,Extraversion,Extraversion.Activity level,Extraversion.Assertiveness,Extraversion.Cheerfulness,Extraversion.Excitement-seeking,Extraversion.Outgoing,Extraversion.Gregariousness,Agreeableness,Agreeableness.Altruism,Agreeableness.Cooperation,Agreeableness.Modesty,Agreeableness.Uncompromising,Agreeableness.Sympathy,Agreeableness.Trust,Emotional range,Emotional range.Fiery,Emotional range.Prone to worry,Emotional range.Melancholy,Emotional range.Immoderation,Emotional range.Self-consciousness,Emotional range.Susceptible to stress,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence,Tweets,Following,Followers
thekevinyi,0.4010623862624694,0.29670391988004907,0.8286336839778903,0.411488828864329,0.21438676279779056,0.6706236621385333,0.5027286934523969,0.3646133341892026,0.2733736642043768,0.5254589517230541,0.41964916754683235,0.49381189297594597,0.8042463212484963,0.5305218947672112,0.8605028513886241,0.6934649156748578,0.7963337409180866,0.9387143225967094,0.9815731131016108,0.11631699949741481,0.24651557129269952,0.26568373358447106,0.2739907456349676,0.08357087119838397,0.09937593617777324,0.2322817603086183,0.27756948025241757,0.40186926965752057,0.3618934021928578,0.20073920230676978,0.5624516759134816,0.09841015816738968,0.1242602298583137,0.15005524866697606,0.4073519176352829,0.2756489397459697,0.425164676617802,0.45627670864005615,0.7066263962598041,0.22672516601275733,0.21943121194573328,0.7577747608725252,0.8066415110731826,0.9311423512482799,0.9388375019073874,0.8769634812328642,0.8750499488224063,0.04127918437370032,0.7924893161253961,0.5210075457588864,0.6342176982495793,0.7976014670038012,740,52,63
CandaceHerrell,0.9531049854514664,0.45019021619556987,0.7261822318592572,0.4152414529003241,0.5172348398345239,0.7305495511565332,0.6909613288521196,0.7446276822873682,0.38064540798143554,0.20742964149529652,0.7727310503404075,0.8021961321229134,0.551823165450081,0.8555520798507418,0.46984801798598924,0.6648378980403132,0.18165627451421162,0.7417893220879945,0.8782251941316859,0.8467366125749987,0.9738971542301829,0.745912488918919,0.9079022794179219,0.13664084343431337,0.8146940950224855,0.8090637603766389,0.8566114439398014,0.9897094137959785,0.8171018307990547,0.6601090321508516,0.2777845803227409,0.8939919381803789,0.7670535796946725,0.7350960441132934,0.8502771330407641,0.9241250794593079,0.2027141523643381,0.815788668850348,0.6408752033674974,0.981278467302495,0.7140467643430909,0.29773317797485865,0.4287669497784058,0.19577325433150772,0.6671848593164288,0.33435534035176595,0.4646036785488989,0.5364227607458142,0.6633211381537365,0.34033552810172896,0.8971838428722789,0.6251215896769442,904,911,504
jenannstone,0.7895430550668907,0.22668354270161412,0.5274457140484621,0.5081517400157762,0.29801911967894695,0.5250006963903258,0.6950567425011579,0.5330265019230785,0.6667877205601146,0.48031205994031856,0.43340253792497785,0.5322273174451477,0.4812689892178987,0.9391718398900106,0.3351685520768977,0.3257372966838522,0.11654281371747388,0.7021923818574757,0.5987465671556252,0.8052732473859505,0.9284718545663496,0.7121812220399116,0.8487750507939402,0.38557828110188946,0.8825530483426974,0.8214280413082693,0.951574707908388,0.9909956679555671,0.9606509195019077,0.6863249896880225,0.290251054863888,0.8662907821000789,0.848588782699639,0.3686783345100155,0.8324622007063336,0.8061024832848068,0.1275059901427611,0.772696577548522,0.2236448388571204,0.9194734276334477,0.8716186662093601,0.06873512654491659,0.07055903382415546,0.040031166359596415,0.2417056599803976,0.05577515600614308,0.11107991377244009,0.23989163810339137,0.5936381301394061,0.20422566721522933,0.717878582996535,0.40569006637933364,615,547,355
kierstingeary,0.5338663793520249,0.07033512790303587,0.6396339304626745,0.3454336660076948,0.13904144575642519,0.3985154241006937,0.41660966303764224,0.3207639524980632,0.40889882165326163,0.467520564947354,0.240236288291793,0.536632020468362,0.7097253996985513,0.5230951496311835,0.7029337623548102,0.5455369622498063,0.8174575768714842,0.8825053241281142,0.951035400080045,0.3714978337406819,0.6263317743173155,0.383804850424646,0.38902532776895704,0.1928129758535575,0.2550422109087751,0.649919106843909,0.5267549429314283,0.7589453505997457,0.6753606477141593,0.17608392175643683,0.5978548888432037,0.24342860941206523,0.2522905809337255,0.1323506398776571,0.4937021964734967,0.29562657112115903,0.20055822390620148,0.4004617518914547,0.4636958473717828,0.6053315695042908,0.5607820635323231,0.7061767580943579,0.6844924588683313,0.6807812464100376,0.5637065950589981,0.7748077761828964,0.690570951387397,0.13591571815380382,0.6364086017760662,0.2630448494509229,0.800038898683068,0.5969699606512909,103,145,57
broaspects,0.6596245428222955,0.006905567984516081,0.7506100708801002,0.1757747445439387,0.013843409183578681,0.4510628008635503,0.252282591173082,0.07469909026885307,0.36457383638365437,0.04954028293760393,0.007973717495458443,0.47777697017155935,0.92882266281777,0.7553124528449081,0.847979896291016,0.23530392216601143,0.9320855432397105,0.9480019092785945,0.9942506137369984,0.689343529327162,0.4703139597944368,0.3587262629159136,0.21631727772447207,0.5704411734478984,0.15603037819971477,0.5145253685916393,0.5480498726091604,0.5636838842997963,0.47059344395766256,0.07232386547740383,0.5678481146202006,0.3261513761748386,0.3396320094890132,0.019791845405077557,0.17357089108859391,0.5896201261423113,0.07026391982450558,0.13091467111256744,0.22684682101936265,0.8966839085359106,0.6672689061837462,0.5310262998572766,0.5334259326145009,0.5375349558754173,0.5251284260660702,0.8180211891909193,0.579108773016042,0.025307289159666402,0.41016722370115843,0.13775039100065584,0.8416077038866828,0.12494903842223465,33,54,34
DavidCollins_NC,0.7780891747112634,0.15361187170565493,0.6036527099031758,0.35231776143557336,0.25856682397120595,0.4822128096434635,0.372921348635163,0.22349164258777449,0.5639959291296769,0.09968114431789299,0.47938150145783326,0.7318702870780037,0.7216866292738996,0.6806970558116443,0.2997164813947636,0.12212119904802593,0.3486287819854309,0.9209407341152128,0.43275000265722924,0.8879740659722714,0.8969302420274965,0.6923868098928518,0.5418128583991387,0.4391289041384368,0.8382838966245165,0.9903068836869469,0.7327509169982244,0.9248681924286795,0.9878298046373826,0.4485663191064929,0.5335771057665941,0.8078641704532122,0.48709114050510266,0.37904194331383095,0.6119638549914436,0.26090597324816034,0.04198093175061657,0.4120990237485052,0.8387011018675361,0.682720384095798,0.8839752900748248,0.34108525657488487,0.2063407248407766,0.16286433425672103,0.04707690826812544,0.10242075766757552,0.13468868179741933,0.21674262582558074,0.47866543892683,0.18776259374951204,0.3913848556590384,0.1605462423497056,736,674,344
SharonDMcCloud,0.8925283628584519,0.45025255807691555,0.7176697241632568,0.4115081066769454,0.628660739411524,0.5996430668033006,0.6442809033870023,0.6635427508897562,0.4571624983973872,0.47865756829277284,0.8173521114408742,0.6808851887861711,0.5856800508105504,0.970600604305428,0.6765988345235231,0.647941524760375,0.4348672290422969,0.7699447594931971,0.7758993712140718,0.7370514052882184,0.9896716369240586,0.7007798614380908,0.6554669675400617,0.5632123010769412,0.8732373823172255,0.9764581158138737,0.9531669823522444,0.9958512953688976,0.9764433353950737,0.8014321854905686,0.561868069808122,0.9501838765537771,0.8344899365271043,0.713780607578699,0.9350504571358952,0.7584894944629187,0.13485165510204533,0.7426762925397137,0.8136571763077387,0.9753041075059262,0.6722119066605878,0.19816737679399982,0.20451008804291687,0.07891946572964581,0.11424370603627582,0.0689016977084756,0.13817867676478424,0.5361272299094069,0.6876586966367477,0.25411206723231916,0.8320484247878992,0.5018556211909144,1520,1416,806
ElizabethRuf,0.7328598584280485,0.5634266979183788,0.7499581445801244,0.3324538645871543,0.6208355336407649,0.5815736884795901,0.5282319696641966,0.7846640362108248,0.313115143133607,0.39771630881360953,0.5074321938036543,0.4648445086701588,0.7181410346509562,0.6715596563698694,0.8039294282748439,0.8513851531017305,0.5886957647014739,0.82929011772131,0.8064097320815262,0.6278769175973664,0.8318622299291512,0.6226595576053263,0.7675738012329671,0.3809100071901835,0.6831059324215026,0.798927857101073,0.8410817528978363,0.8783591283351931,0.7531104552707242,0.681726990485022,0.5268486616820774,0.888571721660284,0.7966318438754316,0.6910568746828863,0.8946940821586267,0.7411212187610491,0.4120349550217661,0.7401416684009927,0.8700309402531141,0.8504592131071524,0.5084599559895303,0.40733234115503536,0.5693005839188047,0.30258065420215774,0.5366419729433495,0.31804958717304943,0.46073437130273254,0.4478985064015417,0.7241231638210697,0.4238114572105902,0.6784555637136478,0.6405577495791972,3906,433,543
DonThompson_Jr,0.7752738126256337,0.33789601188239676,0.9260258619800861,0.34197205229007677,0.5706511256665653,0.4094022578036028,0.7087438656937839,0.36018333800861974,0.5584605998713343,0.4534689200008197,0.5850007265733722,0.7756252258244591,0.8276694037682252,0.9814741548992731,0.7165783938979081,0.5461238367758994,0.3604616959863124,0.969425144429752,0.7966615654860489,0.8716282894127739,0.9507159528931086,0.7707612055074746,0.7884392960690951,0.5160641162366462,0.8910062209479357,0.9510969503273243,0.7689495179031366,0.9964388526620302,0.9904422690107801,0.7574344583164431,0.5369706387263924,0.9456392398528455,0.7551495815523931,0.3208878208449516,0.9308478812521762,0.7602364167146429,0.18143364296994624,0.9004659835497086,0.7528926548808417,0.9135590076831068,0.8593299586668887,0.01990804249051259,0.031948657818597126,0.0413642134739618,0.0715948486370786,0.12359990439237944,0.04405655617166371,0.4786381359699049,0.7618333285266908,0.09565982508252002,0.3441683084475975,0.583633980098187,1031,124,783
laurelstreng,0.35342338803010787,0.04373705942754591,0.7569267253583833,0.10230061630730625,0.14933805441498266,0.28272312617685336,0.5765422581989662,0.05055866500411543,0.6574712152388843,0.3903630112814449,0.17812951949241596,0.6220360302891386,0.9498746666658039,0.9728690253164565,0.7673122680376235,0.2110426472253406,0.4101106611276045,0.857434682387634,0.6504380671275748,0.7947314180621501,0.793599044660144,0.6656746337442949,0.5551392217647614,0.6665867890813421,0.6663829988129562,0.4742586812493714,0.8970711312234627,0.9448823062702627,0.4309773838810823,0.27825053676328726,0.11565338169424705,0.5227951044540312,0.4030862602276577,0.2384378363614038,0.33375030338418393,0.9313279542659854,0.245198531345309,0.8918968898770241,0.3332371913613916,0.8415453840081222,0.8874262553792884,0.14057382706705684,0.10386934705739548,0.33761320404448203,0.42206508459545716,0.3231813843737944,0.24329569182247873,0.06202724157034578,0.4912633781346073,0.07591765621991936,0.13436868931901053,0.3948681740157648,401,264,136
smanielle,0.4463491481204803,0.5526631405325475,0.4165049477930204,0.8009015644468196,0.37495970514149735,0.39452321167738663,0.49667124296142723,0.8636749250462823,0.30549374495328296,0.465236484203846,0.21445321939062628,0.09939182041424266,0.5789661491182823,0.38507321369031566,0.7330979222171952,0.7654191051600129,0.816529444027046,0.5495867974922157,0.9291300158391763,0.03097818344656278,0.1703662068286826,0.13519620995641196,0.16334141288492426,0.20931854530898175,0.08852308497493983,0.3830895788003461,0.8365328770097309,0.3114593643929899,0.41971987576693237,0.5527146507708651,0.851006236666436,0.5775666849456248,0.7704472049927531,0.22269722330756753,0.6182047432592835,0.2402429601777344,0.296793144208478,0.12179038058858871,0.6559671814448933,0.41202277928362374,0.12871255196578546,0.6668520684158279,0.8606087187815258,0.7907326671244309,0.9708490649469029,0.6501948828973799,0.8035578438160327,0.05691498973454323,0.9000135429054271,0.8013332523969778,0.7637964409121281,0.7897438691440813,401,198,192
RealChrisAustin,0.7959118214557819,0.11982866952515187,0.27740319130337343,0.5657673038166893,0.10498152440614622,0.6157872876546686,0.6101139939582114,0.40038933646069375,0.7186674542521295,0.48118483845562277,0.04511453572296786,0.44715518822264533,0.6977503085191386,0.9040164894647484,0.35801667219533356,0.14533325430740546,0.38921554909457584,0.6788445091076167,0.6399235307651256,0.8505201653203852,0.7787073486438221,0.34736628706103595,0.6912250173863492,0.5590864761693755,0.8214635466752387,0.7684937642914312,0.9691930861698501,0.9499384556375631,0.7767443079603082,0.7465878997122034,0.5789855476184993,0.9404996298802719,0.9452970685094155,0.4605833372506467,0.33324848975530763,0.5544154133910553,0.1242253980348188,0.4415667098253435,0.11943177739745237,0.9002105397927244,0.8959461721891869,0.2240601207276322,0.11615676145990572,0.1229432249197071,0.4336035453923516,0.1219781766239289,0.1223238533764367,0.1662016038700675,0.6156733194546588,0.31573466945131334,0.6591978292943275,0.2760163817504882,57,539,115
WesBroadhurst,0.10932693081417283,0.4268688435663752,0.2426411842258029,0.33804244923704735,0.355700174867365,0.12767690589966402,0.32810364543644377,0.6579014572989019,0.11912812649293636,0.171203863237675,0.2448440748406106,0.44631692757347774,0.7122339009245061,0.3380017798508641,0.7225879097841373,0.7178150597799459,0.54598565798935,0.6840644999527689,0.7858277563536903,0.34925682660267776,0.46416864470057434,0.3701913129453629,0.6005798612788792,0.4808383303125204,0.3216746285405082,0.5968392175977938,0.7529620872584394,0.6153729550235396,0.49268864042944444,0.564209837102837,0.5842782762372889,0.9122329381770122,0.9222168500540959,0.28169251335612444,0.7053551631610887,0.6582792915012421,0.2662540860734969,0.2360136026137264,0.6446902548260194,0.8474991299520493,0.650048039095859,0.39302401458096425,0.600582493616555,0.4112114955647526,0.9018251538109566,0.3220485518411344,0.40757705029904256,0.18366549865299558,0.7046953879612611,0.48887207824569806,0.36644568041024744,0.5060474849127014,239,43,99
MelanieLSanders,0.21324071339698308,0.24689010569009295,0.16565062693473764,0.06787791208788535,0.1643236543746236,0.08793480910875806,0.09692311207802223,0.21036652918040316,0.14639661488279448,0.25876681643397326,0.4691450637633735,0.4276282018506466,0.7747131369141673,0.5700523963095271,0.40271827956451833,0.5691268212166565,0.3509623479647783,0.694024484467189,0.6364687380268759,0.5159475139020218,0.8490639836970317,0.8251675098954572,0.6644984815690255,0.6886812824578408,0.7096722674710393,0.6952758298151431,0.769848662949842,0.49801760962659447,0.6986771772731897,0.19036198369516,0.1794439475596425,0.5663747425735064,0.3797305398770787,0.49227087084736887,0.6509093359861207,0.6381996960474249,0.7036606888626071,0.7910458926743351,0.6659464646952444,0.39592825134265097,0.6331296508146358,0.38992169734895443,0.36247338716989164,0.3615880631301994,0.5977591114092682,0.3336906990602359,0.2184026719894417,0.23137514023116107,0.28826812498223486,0.3028776933626103,0.3800558815300451,0.29812866686891026,1532,425,1041
brianonorio,0.3309058807198829,0.047290967969593256,0.33283699966820435,0.12821229895447522,0.021139994678666174,0.260995276003797,0.12286134729337089,0.053117281128755744,0.31739208119730566,0.09411141454455435,0.23051218772818632,0.5476942026516544,0.9040726417568034,0.29404105422744875,0.35464476822152713,0.22685779904888476,0.39933750191156814,0.9590809311134507,0.7897269625289778,0.6351610155803462,0.5079352017154164,0.7993809256796202,0.6819959751005498,0.47301864211114575,0.5828616928998638,0.582368961898896,0.5906840797681511,0.2349312181550764,0.6396920002346391,0.18287638003742696,0.2646633788908798,0.3055664784082474,0.23339440251705373,0.15312694241258656,0.29379907683319134,0.386596699322798,0.2956002996440122,0.4206349828722534,0.5761141464099871,0.44635271634238155,0.8858923498312463,0.5511453915523992,0.2954761012917846,0.43637559219339417,0.4777348494305315,0.5670155022225759,0.2650081045076731,0.1044924980603964,0.14621270361577188,0.20822196273493476,0.35002919780880776,0.10022064552255522,12913,412,818
MichaelPDowd,0.8100890086084134,0.27244613138042106,0.8213887794991581,0.411683835115587,0.6312126620629179,0.38090358446132855,0.6079383711438225,0.5083710096075992,0.8554551494775562,0.6514906952050623,0.6990618835397374,0.875380936518595,0.6119353693263485,0.9808354799875962,0.46428611368635303,0.143122247787003,0.45344538833149006,0.8156338873876565,0.7432476469893502,0.8317064434488322,0.9749770075644304,0.8233274425716977,0.7222980746294041,0.6525022343765421,0.9636473443205353,0.9692542450468049,0.5557991657288333,0.9886697469253019,0.9823809164012041,0.48130607329300806,0.5796216679875312,0.7684595114293644,0.6231940390499909,0.3294534733608698,0.6899663443112333,0.7542521305081512,0.03395075264301939,0.6556966007166541,0.25984695133146896,0.9466161120326744,0.8279495284143783,0.027589079144108186,0.05630038150744254,0.030159037680178913,0.01429257757329927,0.13495673057358754,0.03737796881394245,0.44075843822641714,0.5546685935391663,0.21753175720444567,0.4982534212750001,0.41795479435773414,2096,602,558
morgan_r_dunn,0.580165295282909,0.8547465473018456,0.4892796409748322,0.740128384431885,0.7151070307453242,0.5344824836844682,0.6527157799256776,0.8174746080581464,0.328644830974164,0.48704129007938635,0.7352694360263765,0.45302567145629524,0.32812706677418224,0.4230774136081654,0.6591551424119675,0.810685892096825,0.3639636331172112,0.48589059694904635,0.35383399332808274,0.4992314889712395,0.5643436659366693,0.5029370537681456,0.5825368131428699,0.4803941755794907,0.7247310673289383,0.5394974181034288,0.8247801108244679,0.49803597363464497,0.601687148063075,0.895080869448744,0.6649589077070996,0.882456454674867,0.8572252596648896,0.7917559090016928,0.7201054256342286,0.5129911406978909,0.6824216769693496,0.7096430079442411,0.7057505502318684,0.40771498026092784,0.43165305878626364,0.4380846797871514,0.5146622066619906,0.38158373392378936,0.7373047573756377,0.24149302052503469,0.5116565450109346,0.7199003640625378,0.759199306032025,0.669315053866017,0.5434909699010936,0.8205517683987708,7309,500,844
AndrewPrince16,0.7829891842653295,0.021784721280333263,0.08904228286165367,0.2837498912988259,0.001458651703910907,0.133576830595112,0.10954539746728936,0.05520131605310774,0.3811274179306789,0.02386358373710251,0.5455547156619535,0.5982953528081751,0.7211178511216378,0.10769818089848071,0.009592394301106089,0.09009771947902945,0.07725831533270039,0.7054929943267503,0.6467142222718409,0.502505538760478,0.5344326136123336,0.8553582669791242,0.7562240475309157,0.34154470897899847,0.49664935186542786,0.6699406120108089,0.5396598646777631,0.32878637963741875,0.7834919107926326,0.15710975928661752,0.3191800926604151,0.4174945121563804,0.399988528959192,0.029412146940570705,0.10424498409693739,0.20121618180414597,0.2221266234373468,0.09845891729859035,0.07086417814752871,0.691035619503944,0.9225403318511791,0.4922693800910074,0.3384436340485837,0.42820744442813874,0.7245118818213809,0.6157677880227329,0.34404738611842245,0.24377683548374912,0.0770160681862514,0.2762020031159666,0.4962499245699757,0.06413819535649368,2357,168,150
kettikluth,0.5982474720534872,0.566484037285699,0.6886266110557208,0.5176334731846172,0.6717488009818164,0.6234338395736849,0.7349570853100631,0.8020335548593478,0.4817623027020876,0.7748517653222835,0.6199455340572088,0.5200597080967979,0.6750288350277794,0.9227065776612386,0.6479854417383685,0.7587224418542298,0.40244992475967656,0.6348762002707793,0.32888085276203605,0.8903447958507328,0.9354532368073518,0.5890155848980088,0.7458358083225083,0.5872736211856209,0.8778050205867268,0.8833270722268112,0.958296707792693,0.9685846815555389,0.9111108593184629,0.8174554596664416,0.4751687157836206,0.9338929492517438,0.866389866718573,0.8276849716010786,0.9288833716881635,0.7681107477549634,0.4009899840095373,0.9123437765763962,0.8808672129311397,0.85558747309352,0.8268031735506547,0.1467264823060645,0.10491219427608828,0.10404241695288396,0.12419397233025581,0.046600285351438064,0.1767914759488004,0.47559456099450753,0.6459411604742958,0.19434644064351142,0.2880341304138874,0.7387315869568202,137,551,212
kmerriweather,0.6891983234130523,0.05119757537639502,0.3513136496664171,0.4186004815605844,0.12236199560810618,0.22241284409674517,0.5443485288585057,0.3568078063573126,0.9043179069868819,0.412800471011152,0.22029439571667803,0.6853578054896168,0.6140413560798106,0.9926343097177102,0.2419167490471139,0.024640061447774253,0.3815547979623895,0.9032165792641882,0.8419870648144423,0.7110894980016603,0.8471384443452865,0.7506732925702109,0.6945823639269577,0.5647245001876021,0.8728414231843198,0.7564316342898774,0.6695025312671272,0.9776894546797554,0.9076531496928429,0.20510204704781332,0.49605044936950926,0.5570834189772756,0.684896855898788,0.09039280285493029,0.3679720542294773,0.6567882205208495,0.07397562342686997,0.4023580303647045,0.14739878730831918,0.9013182325924574,0.9004579525794717,0.027054032060123745,0.08537346403272122,0.15178328511666817,0.05280785825914386,0.2164317673185226,0.05899559406410132,0.18044219374179166,0.3486661235161105,0.18731634224629917,0.4504081899433869,0.23637195369478758,284,152,344
pennholderness,0.4273883276449177,0.08587248498099176,0.09024671411606822,0.193072223003444,0.03199566080602351,0.1555655907989431,0.10725655300584092,0.18995710967484353,0.3682011125869512,0.09688374304907521,0.17977532954658926,0.44189435545253986,0.7352028054698061,0.1972265454030181,0.10137373697733687,0.3550400068816001,0.38182837617675025,0.6950061207774683,0.7499864205220622,0.40161423878645824,0.34960652924290236,0.5652165016350811,0.6634407767602266,0.2736382648138884,0.3152297681911283,0.36233480742223934,0.6406855081903637,0.2246235004523326,0.4777853831665321,0.2250368657143404,0.3449065639164578,0.45392304570605646,0.506415778039226,0.149777653905104,0.3187011567522696,0.3677233527497503,0.34881400279350944,0.20093583924026764,0.30220847225127445,0.6291284504852983,0.7468075032625796,0.6400749413774418,0.5667227516940113,0.6603742360027343,0.8676069994667632,0.6489412961596848,0.461654402443071,0.18972260101929972,0.09749735640541213,0.34827708347876485,0.4285455181980054,0.12441336321489271,4554,459,10198
laurieonorio,0.44050274705222886,0.21090444564729316,0.3869231856796687,0.19765444112391123,0.12789860377252454,0.3419712243534399,0.26859594306633605,0.34239636173622257,0.23378903544397,0.2250200817694858,0.4669717509613981,0.6457795211967738,0.7748440778421946,0.7708396078725617,0.4741408371602826,0.27342425533214554,0.10019335821989583,0.8492058290706507,0.8831308790341845,0.5675214574932366,0.8752726254457734,0.9249761938550465,0.6323935123923112,0.5531803066982667,0.7994709349590168,0.7847765206822226,0.967559977916874,0.7172374493662792,0.7401725077586868,0.3271482479728252,0.16453674792543216,0.5102377410239876,0.3899807623438441,0.5300488506313953,0.32890268441228493,0.7611154080765806,0.18445708225154034,0.7603801895428265,0.5702920313254374,0.7386883438580347,0.6869354680127826,0.2623014210131268,0.19147136898245432,0.16186832578149163,0.5687576847309292,0.2624897500540555,0.13923666319948252,0.11138792085228966,0.5599979369085363,0.44463825568598214,0.5130702888172075,0.30563095197403567,2187,416,542
annmarietaps,0.5673409011158796,0.16203685311465443,0.3459490828027797,0.30480212491917374,0.19837258591391516,0.3632585609790263,0.324868310270199,0.3836840151005516,0.4050714472182958,0.3561956681212686,0.3118512919344807,0.5364103009149775,0.7368808603652983,0.6936963191112642,0.46083448466025334,0.39110913007559756,0.4105906713930795,0.6685138698987089,0.8424175698802611,0.5659951445028423,0.7050852712617286,0.6970020563575176,0.6018572325903796,0.5037076115407115,0.6158961607397697,0.6607494150423213,0.9003486782420613,0.6103767876270363,0.651594813596177,0.3564372489700169,0.37237051117377534,0.616402761729023,0.6138311518330966,0.34815354015795896,0.4117758462478461,0.5512415879367157,0.24215618631449776,0.4966227669399074,0.3928138822381114,0.6682342135105842,0.6943002299067028,0.4683841420602347,0.41089357288858724,0.30907906872705876,0.681072699215728,0.35724243416024537,0.2726885615992204,0.27456141930267086,0.40306433268095704,0.49682556686099644,0.6988758413641558,0.3536020220626483,3036,583,818
KimDHolderness,0.10946456140307187,0.3628941607158159,0.17555599944038563,0.17808700077668743,0.40835576697429576,0.12162185233589878,0.2277267921097777,0.416745214066204,0.10897768942644348,0.2879446164751428,0.302258521666783,0.5316718880768545,0.5001737128001956,0.6669605378304936,0.48797400193403345,0.7681578339160147,0.29294056534428725,0.5171541341426393,0.6923810409462583,0.7891592754409791,0.47721301927927207,0.6544514754639196,0.6966605225942896,0.4636173560228505,0.5175709939910221,0.22963761700859564,0.5481614571486922,0.6108353420414044,0.6366729424696627,0.4574324471853961,0.26679861887280276,0.873801540363266,0.8961022209405645,0.3518425286416855,0.8809766954905247,0.6891791022433633,0.8369049227902097,0.7883428736596673,0.80785264479511,0.613608810503343,0.7088804701419545,0.21017887206899166,0.3769092835333078,0.5048115396314546,0.7997179023605591,0.2609871773120814,0.3731680422853984,0.5362836552399097,0.197255064710471,0.2259514420919987,0.22256702791838556,0.5004005985991207,3473,1254,10377
stephanie_fois,0.5033164053778266,0.33433494531877506,0.3363811757670544,0.4765304329494552,0.225506860663231,0.30616272254511656,0.3298954220163478,0.7060407419691669,0.2289054444497164,0.2735448763419881,0.27487606668448705,0.3412474367090229,0.438651677091886,0.24838205661293,0.5816634704920158,0.660084332495773,0.6535122831167244,0.6278663042493242,0.928139591173256,0.22333316257521968,0.5138232567156067,0.538756880313765,0.6148525680303701,0.18455789609631507,0.3265355664669527,0.5976325601358189,0.6610172094528904,0.5174599038714143,0.3514550071512562,0.3961873011753184,0.6537798267073845,0.46253211906991537,0.5250012860547435,0.2475226285170945,0.4206664977572131,0.4714026651890643,0.4745525492953875,0.2712676537600701,0.44954209229688913,0.6226306843783462,0.25100596403150577,0.5891619429846772,0.8892876092789238,0.7651605605174481,0.9243209913630892,0.7729019058048072,0.7716868358899347,0.22969990172612953,0.591173479917072,0.6182010914820829,0.7077134231077034,0.7286362805589972,3571,100,75
